,出发地,目的地,价格,节省,路线名,酒店,房间,去程航司,去程方式,去程时间,回程航司,回程方式,回程时间,酒店评分,酒店等级,天数
3562,西安,呼和浩特,808,332,西安-呼和浩特3天2晚 | 入住水月城温泉大酒店 + 瑞丽航空/天津航空往返机票,水月城温泉大酒店 舒适型 3.8分/5分,普通标准间-手机专享 其他 不含早 1间2晚,瑞丽航空 DR5319,直飞,09:45-11:30,天津航空 GS7656,直飞,23:05-00:50,3.8,舒适型,3
3563,北京,大理,3424,962,北京-大理3天2晚 | 入住大理古城三人行青年旅舍 + 深圳航空/中国国航往返机票,大理古城三人行青年旅舍 经济型 4.6分/5分,大床房[无早] 大床 不含早 1间2晚,深圳航空 ZH1419,直飞,06:25-10:30,中国国航 CA1420,直飞,11:20-14:45,4.6,经济型,3
3564,重庆,三亚,1405,438,重庆-三亚3天2晚 | 入住7天酒店三亚三亚湾海景店 + 西部航空/南方航空往返...,7天酒店三亚三亚湾海景店 经济型 4.4分/5分,经济房 大床 不含早 1间2晚,西部航空 PN6213,直飞,07:10-09:45,南方航空 CZ6227,直飞,07:50-10:15,4.4,经济型,3
3565,青岛,重庆,1515,432,青岛-重庆3天2晚 | 入住重庆居缘精品酒店 + 山东航空/华夏航空往返机票,重庆居缘精品酒店 舒适型 4.1分/5分,普通标准间(内宾)(双... 双床 双早 1间2晚,山东航空 SC4709,经停,19:30-00:05,华夏航空 G54710,经停,18:00-22:25,4.1,舒适型,3
3566,天津,丽江,1589,430,天津-丽江3天2晚 | 入住丽江古城柳暗花明客栈 + 天津航空/首都航空往返机票,丽江古城柳暗花明客栈 经济型 4.8分/5分,百花筑（标准间)-不含... 双床 不含早 1间2晚,天津航空 GS7861,直飞,16:25-19:45,首都航空 JD5739,直飞,07:50-10:50,4.8,经济型,3
3567,深圳,北京,2086,520,深圳-北京3天2晚 | 入住北京天通苑黄河京都会议中心 + 南方航空往返机票,北京天通苑黄河京都会议中心 高档型 4.3分/5分,豪华标准间(双床) 双床 不含早 1间2晚,南方航空 CZ3255,经停,13:55-18:35,南方航空 CZ3256,经停,07:55-12:55,4.3,高档型,3
3568,武汉,呼和浩特,1964,536,武汉-呼和浩特3天2晚 | 入住呼和浩特天润大酒店 + 首都航空/深圳航空往返机票,呼和浩特天润大酒店 舒适型 4.3分/5分,标准双床房[无早] 双床 不含早 1间2晚,首都航空 JD5339,直飞,13:35-15:35,深圳航空 ZH9128,直飞,13:55-15:50,4.3,舒适型,3
3569,沈阳,九寨沟,1885,462,沈阳-九寨沟3天2晚 | 入住阿坝香谷·弗舍酒店 + 西藏航空/成都航空往返机票,阿坝香谷·弗舍酒店 舒适型 4.6分/5分,初舍(大床) 大床 双早 1间2晚,西藏航空 TV9880,直飞,21:10-00:55,成都航空 EU2765,经停,13:35-19:10,4.6,舒适型,3
3570,大连,三亚,2704,680,大连-三亚3天2晚 | 入住三亚这片海度假客栈 + 东方航空/南方航空往返机票,三亚这片海度假客栈 舒适型 4.7分/5分,精致大床房-不含早（预... 大床 不含早 1间2晚,东方航空 MU2787,经停,07:40-14:05,南方航空 CZ6513,经停,08:50-14:35,4.7,舒适型,3
3571,济南,大连,1468,374,济南-大连3天2晚 | 入住大连中远海运洲际酒店 + 山东航空/厦门航空往返机票,大连中远海运洲际酒店 4.6分/5分,洲际高级客房(内宾) 其他 不含早 1间2晚,山东航空 SC4916,直飞,19:45-20:50,厦门航空 MF8042,直飞,13:10-14:20,4.6,无,3
3572,深圳,西安,2646,595,深圳-西安3天2晚 | 入住西安临潼悦椿温泉酒店 + 海南航空/东海往返机票,西安临潼悦椿温泉酒店 豪华型 4.6分/5分,御园(大床) 大床 双早 1间2晚,海南航空 HU7784,直飞,06:45-09:25,东海 DZ6232,经停,15:10-19:55,4.6,豪华型,3
3573,深圳,长春,1904,502,深圳-长春3天2晚 | 入住榆树市乾元广厦宾馆 + 深圳航空/厦门航空往返机票,榆树市乾元广厦宾馆 舒适型 4.7分/5分,特惠房（无窗）(大床) 大床 双早 1间2晚,深圳航空 ZH9645,经停,17:00-22:45,厦门航空 MF8044,经停,17:25-23:50,4.7,舒适型,3
3574,厦门,三亚,2807,748,厦门-三亚3天2晚 | 入住金茂三亚亚龙湾丽思卡尔顿酒店 + 山东航空往返机票,金茂三亚亚龙湾丽思卡尔顿酒店 4.7分/5分,丽思阁 大/双床 双早 1间2晚,山东航空 SC4959,直飞,10:15-12:25,山东航空 SC4960,直飞,13:35-15:45,4.7,无,3
3575,宁波,青岛,1216,380,宁波-青岛3天2晚 | 入住青岛克拉玛依宾馆 + 山东航空往返机票,青岛克拉玛依宾馆 舒适型 4.1分/5分,商务双人间(双床) 双床 不含早 1间2晚,山东航空 SC4884,直飞,22:25-00:05,山东航空 SC4883,直飞,07:35-09:25,4.1,舒适型,3
3576,深圳,沈阳,2346,564,深圳-沈阳3天2晚 | 入住沈阳麗枫酒店经济开发区店 + 深圳航空/厦门航空往返...,沈阳麗枫酒店经济开发区店 舒适型 4.6分/5分,豪华大床房(不含早（预... 大床 不含早 1间2晚,深圳航空 ZH9609,经停,17:10-22:25,厦门航空 MF8070,经停,15:25-21:20,4.6,舒适型,3
3577,上海,太原,1466,432,上海-太原3天2晚 | 入住太原通海商务会馆 + 春秋航空往返机票,太原通海商务会馆 3.6分/5分,标准间(含双早（预付）... 双床 双早 1间2晚,春秋航空 9C8733,直飞,14:45-17:25,春秋航空 9C8734,直飞,18:10-20:25,3.6,无,3
3578,青岛,厦门,2297,558,青岛-厦门3天2晚 | 入住厦门名典商旅酒店 + 山东航空往返机票,厦门名典商旅酒店 舒适型 3.9分/5分,豪华双床房 双床 双早 1间2晚,山东航空 SC4968,经停,17:50-22:15,山东航空 SC4967,经停,07:05-10:45,3.9,舒适型,3
3579,青岛,海口,1689,464,青岛-海口3天2晚 | 入住海口金沙湾酒店 + 青岛航/山东航空往返机票,海口金沙湾酒店 舒适型 3.9分/5分,高级双床房（无窗）(预... 双床 不含早 1间2晚,青岛航 QW9785,经停,06:45-13:05,山东航空 SC4884,经停,19:05-00:05,3.9,舒适型,3
3580,北京,厦门,1858,490,北京-厦门3天2晚 | 入住厦门亿宝酒店 + 联合航空/首都航空往返机票,厦门亿宝酒店 舒适型 4.0分/5分,惠选房(预付) 大/双床 双早 1间2晚,联合航空 KN5927,直飞,16:55-19:45,首都航空 JD5376,直飞,22:15-01:15,4,舒适型,3
3581,杭州,张家界,1665,428,杭州-张家界3天2晚 | 入住张家界晨天大酒店 + 吉祥航空往返机票,张家界晨天大酒店 高档型 4.5分/5分,标准双人房(双床)(特... 双床 单早 1间2晚,吉祥航空 HO1019,直飞,14:00-15:50,吉祥航空 HO1020,直飞,21:55-23:55,4.5,高档型,3
3582,哈尔滨,青岛,1401,370,哈尔滨-青岛3天2晚 | 入住青岛艾丽华酒店及服务公寓 + 青岛航/福州往返机票,青岛艾丽华酒店及服务公寓 高档型 3.8分/5分,高级标准房(特惠大促销... 双床 双早 1间2晚,青岛航 QW9784,直飞,22:45-00:50,福州 FU6658,直飞,22:20-00:20,3.8,高档型,3
3583,沈阳,桂林,2454,652,沈阳-桂林3天2晚 | 入住桂林卡莱武侠主题酒店 + 南方航空/深圳航空往返机票,桂林卡莱武侠主题酒店 经济型 4.6分/5分,普通大床房（无电脑）-... 大床 不含早 1间2晚,南方航空 CZ6362,直飞,15:45-19:30,深圳航空 ZH9720,经停,15:20-20:25,4.6,经济型,3
3584,广州,丽江,1843,488,广州-丽江3天2晚 | 入住丽江百岁缘客栈 + 首都航空/东方航空往返机票,丽江百岁缘客栈 经济型 4.7分/5分,百岁缘家庭间-预付特惠 大床 不含早 1间2晚,首都航空 JD5131,直飞,13:45-16:40,东方航空 MU5733,经停,21:30-01:25,4.7,经济型,3
3585,上海,武汉,1088,326,上海-武汉3天2晚 | 入住武汉君融时尚酒店 + 东方航空/南方航空往返机票,武汉君融时尚酒店 高档型 4.4分/5分,普通大床房(无窗)(不... 大床 不含早 1间2晚,东方航空 MU2512,直飞,20:00-21:55,南方航空 CZ6171,直飞,22:40-00:15,4.4,高档型,3
3586,重庆,三亚,1604,434,重庆-三亚3天2晚 | 入住三亚黎客国际酒店 + 西部航空/南方航空往返机票,三亚黎客国际酒店 豪华型 4.5分/5分,标准雅致房(特惠专享)... 大/双床 不含早 1间2晚,西部航空 PN6213,直飞,07:10-09:45,南方航空 CZ6227,直飞,07:50-10:15,4.5,豪华型,3
3587,武汉,西双版纳,3454,764,武汉-西双版纳3天2晚 | 入住西双版纳金顿避寒度假酒店 + 华夏航空往返机票,西双版纳金顿避寒度假酒店 高档型 4.7分/5分,金顿露台花园双床房[无... 双床 不含早 1间2晚,华夏航空 G55069,经停,14:20-19:10,华夏航空 G55070,经停,20:10-00:30,4.7,高档型,3
3588,重庆,三亚,1471,450,重庆-三亚3天2晚 | 入住三亚新好景大酒店 + 西部航空/南方航空往返机票,三亚新好景大酒店 4.0分/5分,高级市景房(预付特惠)... 双床 不含早 1间2晚,西部航空 PN6213,直飞,07:10-09:45,南方航空 CZ6227,直飞,07:50-10:15,4,无,3
3589,青岛,深圳,1948,480,青岛-深圳3天2晚 | 入住深圳宝轩酒店 + 南方航空/深圳航空往返机票,深圳宝轩酒店 高档型 4.3分/5分,高级房（无窗）(空气清... 大/双床 不含早 1间2晚,南方航空 CZ3964,直飞,21:25-00:35,深圳航空 ZH9913,直飞,14:10-17:15,4.3,高档型,3
3590,济南,九寨沟,2211,456,济南-九寨沟3天2晚 | 入住九寨沟名雅领秀别墅酒店 + 中国国航/成都航空往返...,九寨沟名雅领秀别墅酒店 豪华型 4.8分/5分,雅典豪华大床房 大床 双早 1间2晚,中国国航 CA4528,直飞,21:00-23:30,成都航空 EU2719,直飞,06:55-09:25,4.8,豪华型,3
3591,宁波,西安,1607,486,宁波-西安3天2晚 | 入住西安弘冠酒店 + 海南航空/东方航空往返机票,西安弘冠酒店 舒适型 3.6分/5分,大床房(无窗)-不含早... 大床 不含早 1间2晚,海南航空 HU7504,直飞,11:35-14:15,东方航空 MU2358,直飞,22:20-00:50,3.6,舒适型,3
3592,成都,武汉,1490,416,成都-武汉3天2晚 | 入住武汉惠苑大酒店 + 南方航空/东方航空往返机票,武汉惠苑大酒店 4.1分/5分,普通标间(30天内预订... 双床 不含早 1间2晚,南方航空 CZ3442,直飞,22:05-00:05,东方航空 MU2653,直飞,20:40-22:40,4.1,无,3
3593,济南,珠海,1836,432,济南-珠海3天2晚 | 入住珠海堃腾酒店 + 山东航空往返机票,珠海堃腾酒店 3.9分/5分,标准大床房[无早] 大床 不含早 1间2晚,山东航空 SC4805,经停,13:05-18:00,山东航空 SC4806,经停,18:45-23:30,3.9,无,3
3594,大连,哈尔滨,1288,392,大连-哈尔滨3天2晚 | 入住哈尔滨龙运宾馆 + 东方航空往返机票,哈尔滨龙运宾馆 3.7分/5分,标准间(特惠)(双床) 双床 不含早 1间2晚,东方航空 MU5611,直飞,17:15-18:50,东方航空 MU5612,直飞,19:35-21:15,3.7,无,3
3595,广州,西双版纳,3134,778,广州-西双版纳3天2晚 | 入住西双版纳山水间客栈 + 东方航空往返机票,西双版纳山水间客栈 舒适型 4.8分/5分,精致双床房[含早] 双床 双早 1间2晚,东方航空 MU5734,经停,17:40-23:00,东方航空 MU5741,经停,10:15-15:10,4.8,舒适型,3
3596,深圳,神农架,1728,492,深圳-神农架3天2晚 | 入住神农架汉江源大酒店 + 南方航空/东方航空往返机票,神农架汉江源大酒店 舒适型 4.6分/5分,豪华标间(双床) 双床 不含早 1间2晚,南方航空 CZ6304,直飞,20:15-22:05,东方航空 MU3087,直飞,15:55-17:50,4.6,舒适型,3
3597,厦门,桂林,1028,360,厦门-桂林3天2晚 | 入住桂林北桂商务酒店中山南路南溪山公园火车站店 + 山东...,桂林北桂商务酒店中山南路南溪山公园火车... 高档型 4.5分/5分,豪华标准间(内宾)(双... 双床 双早 1间2晚,山东航空 SC4771,直飞,19:05-20:45,山东航空 SC4772,直飞,21:50-23:35,4.5,高档型,3
3598,上海,大连,1169,342,上海-大连3天2晚 | 入住大连仟谕大酒店 + 南方航空/吉祥航空往返机票,大连仟谕大酒店 舒适型 4.4分/5分,精品大床房 大床 不含早 1间2晚,南方航空 CZ3686,直飞,22:15-00:20,吉祥航空 HO1164,直飞,21:55-23:45,4.4,舒适型,3
3599,青岛,承德,1098,320,青岛-承德3天2晚 | 入住承德泽州大酒店 + 山东航空往返机票,承德泽州大酒店 3.8分/5分,标准间(双床)(特惠大... 双床 双早 1间2晚,山东航空 SC4653,直飞,12:45-14:15,山东航空 SC4650,直飞,23:05-00:30,3.8,无,3
3600,大连,哈尔滨,1315,392,大连-哈尔滨3天2晚 | 入住亚布力春雪居山庄 + 东方航空往返机票,亚布力春雪居山庄 舒适型 4.6分/5分,标准间(双床) 双床 不含早 1间2晚,东方航空 MU5611,直飞,17:15-18:50,东方航空 MU5612,直飞,19:35-21:15,4.6,舒适型,3
3601,广州,神农架,1413,358,广州-神农架3天2晚 | 入住神农架祥云楼森林酒店 + 东方航空往返机票,神农架祥云楼森林酒店 舒适型 4.1分/5分,主题标准间-双早特惠 大/双床 双早 1间2晚,东方航空 MU2621,直飞,06:50-08:40,东方航空 MU2548,直飞,22:45-00:35,4.1,舒适型,3
3602,重庆,长春,2052,496,重庆-长春3天2晚 | 入住长春意江南利洋酒店 + 山东航空/四川航空往返机票,长春意江南利洋酒店 4.5分/5分,商务房 双床 双床 双早 1间2晚,山东航空 SC4767,经停,14:20-19:05,四川航空 3U8864,经停,19:50-01:20,4.5,无,3
3603,北京,武汉,1746,494,北京-武汉3天2晚 | 入住武汉观湖铂金酒店 + 中国国航/东方航空往返机票,武汉观湖铂金酒店 舒适型 4.2分/5分,豪华双人间(限时抢订)... 双床 不含早 1间2晚,中国国航 CA8210,直飞,17:30-19:50,东方航空 MU2459,直飞,19:25-21:30,4.2,舒适型,3
3604,北京,西双版纳,2945,694,北京-西双版纳3天2晚 | 入住西双版纳凤尾竹客栈 + 东方航空/首都航空往返机票,西双版纳凤尾竹客栈 高档型 4.8分/5分,豪华大床房 大床 双早 1间2晚,东方航空 MU5706,经停,18:40-00:30,首都航空 JD5282,经停,14:50-22:25,4.8,高档型,3
3605,深圳,呼和浩特,2337,592,深圳-呼和浩特3天2晚 | 入住呼和浩特高仕第酒店 + 东方航空/深圳航空往返机票,呼和浩特高仕第酒店 舒适型 4.6分/5分,商务标准间(限时促销)... 双床 单早 1间2晚,东方航空 MU2877,经停,11:05-17:00,深圳航空 ZH9128,经停,13:55-18:40,4.6,舒适型,3
3606,重庆,哈尔滨,2049,544,重庆-哈尔滨3天2晚 | 入住哈尔滨东龙大酒店 + 南方航空往返机票,哈尔滨东龙大酒店 4.4分/5分,经济标间（无独立卫浴）... 双床 双早 1间2晚,南方航空 CZ8143,经停,11:50-17:20,南方航空 CZ8144,经停,18:15-00:15,4.4,无,3
3607,宁波,九寨沟,1882,568,宁波-九寨沟3天2晚 | 入住阿坝金凿子文化酒店 + 成都航空/四川航空往返机票,阿坝金凿子文化酒店 高档型 4.3分/5分,豪华标准间[含早](双... 双床 双早 1间2晚,成都航空 EU2730,经停,19:45-00:45,四川航空 3U8927,经停,07:55-12:15,4.3,高档型,3
3608,南京,西安,838,344,南京-西安3天2晚 | 入住布丁酒店西安太乙路建筑科技大学店 + 吉祥航空/深圳...,布丁酒店西安太乙路建筑科技大学店 经济型 3.8分/5分,优选大床房A-不含早（... 大床 不含早 1间2晚,吉祥航空 HO1687,直飞,21:30-23:30,深圳航空 ZH9584,直飞,22:45-00:50,3.8,经济型,3
3609,重庆,桂林,934,352,重庆-桂林3天2晚 | 入住桂林东方明珠大酒店 + 西部航空往返机票,桂林东方明珠大酒店 舒适型 3.9分/5分,普通标间(手机专享)(... 双床 不含早 1间2晚,西部航空 PN6277,直飞,21:35-23:05,西部航空 PN6278,直飞,23:50-01:15,3.9,舒适型,3
3610,北京,昆明,1475,372,北京-昆明3天2晚 | 入住昆明怡雅阳光悦酒店 + 东方航空/四川航空往返机票,昆明怡雅阳光悦酒店 舒适型 4.4分/5分,法式大床房(内宾) 大床 不含早 1间2晚,东方航空 MU5706,直飞,18:40-22:15,四川航空 3U8724,直飞,21:50-01:15,4.4,舒适型,3
3611,西安,桂林,879,344,西安-桂林3天2晚 | 入住桂林卡莱武侠主题酒店 + 中国国航/天津航空往返机票,桂林卡莱武侠主题酒店 经济型 4.6分/5分,普通大床房（无电脑）-... 大床 不含早 1间2晚,中国国航 CA1225,直飞,18:40-20:50,天津航空 GS7676,直飞,21:35-23:20,4.6,经济型,3
3612,重庆,哈尔滨,2093,540,重庆-哈尔滨3天2晚 | 入住哈尔滨行者咖啡酒店果戈里大街店 + 南方航空往返机票,哈尔滨行者咖啡酒店果戈里大街店 舒适型 4.3分/5分,主题大床房[单早] 大床 单早 1间2晚,南方航空 CZ8143,经停,11:50-17:20,南方航空 CZ8144,经停,18:15-00:15,4.3,舒适型,3
3613,成都,沈阳,2020,544,成都-沈阳3天2晚 | 入住宜必思酒店沈阳太原街店 + 南方航空/成都航空往返机票,宜必思酒店沈阳太原街店 舒适型 4.2分/5分,特惠大床房 大床 不含早 1间2晚,南方航空 CZ6439,经停,10:20-15:30,成都航空 EU2766,经停,20:10-01:55,4.2,舒适型,3
3614,上海,神农架,1081,350,上海-神农架3天2晚 | 入住神农假日酒店 + 东方航空/南方航空往返机票,神农假日酒店 3.6分/5分,普通标间(贵宾楼)(双... 双床 双早 1间2晚,东方航空 MU2520,直飞,22:45-00:50,南方航空 CZ6171,直飞,22:40-00:15,3.6,无,3
3615,青岛,海口,1738,468,青岛-海口3天2晚 | 入住海口龙泉花园酒店 + 青岛航/山东航空往返机票,海口龙泉花园酒店 4.0分/5分,复古美式个性主题房(双... 双床 不含早 1间2晚,青岛航 QW9785,经停,06:45-13:05,山东航空 SC4884,经停,19:05-00:05,4,无,3
3616,西安,桂林,917,326,西安-桂林3天2晚 | 入住阳朔苏碧青年旅舍 + 中国国航/天津航空往返机票,阳朔苏碧青年旅舍 经济型 4.6分/5分,普通标准间-【预付】 双床 不含早 1间2晚,中国国航 CA1225,直飞,18:40-20:50,天津航空 GS7676,直飞,21:35-23:20,4.6,经济型,3
3617,武汉,西安,954,334,武汉-西安3天2晚 | 入住西安方欣如春商务酒店 + 东方航空往返机票,西安方欣如春商务酒店 3.6分/5分,豪华标准间(双床) 双床 不含早 1间2晚,东方航空 MU2194,直飞,21:50-23:30,东方航空 MU2462,直飞,19:35-21:20,3.6,无,3
3618,广州,长春,2866,790,广州-长春3天2晚 | 入住锦江之星品尚酒店长春一汽东风大街店 + 深圳航空/南...,锦江之星品尚酒店长春一汽东风大街店 舒适型 4.4分/5分,商务房C(大床) 大床 不含早 1间2晚,深圳航空 ZH9693,经停,09:05-14:55,南方航空 CZ6275,直飞,14:15-18:40,4.4,舒适型,3
3619,厦门,重庆,1442,386,厦门-重庆3天2晚 | 入住重庆英菲华庭商务酒店 + 西藏航空/西部航空往返机票,重庆英菲华庭商务酒店 舒适型 4.0分/5分,无窗标间(双床) 双床 不含早 1间2晚,西藏航空 TV9870,直飞,22:10-00:45,西部航空 PN6291,直飞,06:20-08:45,4,舒适型,3
3620,哈尔滨,南京,1511,364,哈尔滨-南京3天2晚 | 入住南京万达嘉华酒店 + 吉祥航空/厦门航空往返机票,南京万达嘉华酒店 豪华型 4.4分/5分,豪华房[无早] 大/双床 不含早 1间2晚,吉祥航空 HO1651,直飞,17:10-20:00,厦门航空 MF8067,直飞,19:40-22:25,4.4,豪华型,3
3621,青岛,承德,1075,326,青岛-承德3天2晚 | 入住平泉客官国际饭店 + 山东航空往返机票,平泉客官国际饭店 3.9分/5分,特惠标间(双床) 双床 双早 1间2晚,山东航空 SC4653,直飞,12:45-14:15,山东航空 SC4650,直飞,23:05-00:30,3.9,无,3
3622,西安,重庆,870,344,西安-重庆3天2晚 | 入住重庆赤彤丹珠商务宾馆 + 东方航空/南方航空往返机票,重庆赤彤丹珠商务宾馆 舒适型 0.0分/5分,标准间(双床) 双床 不含早 1间2晚,东方航空 MU2261,直飞,07:50-09:30,南方航空 CZ6346,直飞,22:35-00:10,0,舒适型,3
3623,哈尔滨,大连,1303,392,哈尔滨-大连3天2晚 | 入住普兰店科洋大酒店 + 东方航空往返机票,普兰店科洋大酒店 舒适型 4.4分/5分,大床房(限量促销) 大床 不含早 1间2晚,东方航空 MU5612,直飞,19:35-21:15,东方航空 MU5611,直飞,17:15-18:50,4.4,舒适型,3
3624,广州,呼和浩特,2134,528,广州-呼和浩特3天2晚 | 入住呼和浩特静雅酒店 + 南方航空/深圳航空往返机票,呼和浩特静雅酒店 3.2分/5分,内景天窗标准间-限时抢... 双床 不含早 1间2晚,南方航空 CZ3197,直飞,06:20-09:40,深圳航空 ZH9148,直飞,20:10-23:15,3.2,无,3
3625,广州,大连,1924,500,广州-大连3天2晚 | 入住大连通宝宾馆 + 海南航空/深圳航空往返机票,大连通宝宾馆 高档型 4.3分/5分,商务双标间（无窗）(双... 双床 不含早 1间2晚,海南航空 HU7243,经停,14:25-19:00,深圳航空 ZH9684,经停,15:05-19:55,4.3,高档型,3
3626,厦门,杭州,1165,346,厦门-杭州3天2晚 | 入住千岛湖林海酒店 + 东方航空/山东航空往返机票,千岛湖林海酒店 舒适型 3.6分/5分,豪华标房(超值抢)(双... 双床 不含早 1间2晚,东方航空 MU2667,直飞,12:10-13:40,山东航空 SC1174,直飞,22:10-23:45,3.6,舒适型,3
3627,深圳,大连,2200,502,深圳-大连3天2晚 | 入住大连宾馆 + 南方航空/东海往返机票,大连宾馆 4.2分/5分,标准双人间 双床 双床 不含早 1间2晚,南方航空 CZ6833,直飞,09:10-12:40,东海 DZ6242,经停,12:40-18:00,4.2,无,3
3628,厦门,大连,3317,860,厦门-大连3天2晚 | 入住大连徐园饭店 + 厦门航空往返机票,大连徐园饭店 4.5分/5分,标准双人间(不含早（预... 双床 不含早 1间2晚,厦门航空 MF8065,经停,08:15-12:35,厦门航空 MF8046,经停,08:45-13:20,4.5,无,3
3629,北京,神农架,1799,486,北京-神农架3天2晚 | 入住神农架神农山庄 + 中国国航/东方航空往返机票,神农架神农山庄 4.3分/5分,普通标间-神农山庄紫霞... 双床 含早 1间2晚,中国国航 CA8210,直飞,17:30-19:50,东方航空 MU2455,直飞,18:00-19:55,4.3,无,3
3630,广州,大连,2360,526,广州-大连3天2晚 | 入住大连日航饭店 + 海南航空/深圳航空往返机票,大连日航饭店 4.4分/5分,高级房 大/双床 不含早 1间2晚,海南航空 HU7243,经停,14:25-19:00,深圳航空 ZH9684,经停,15:05-19:55,4.4,无,3
3631,上海,厦门,1346,330,上海-厦门3天2晚 | 入住厦门速八酒店光华大厦店 + 春秋航空往返机票,厦门速八酒店光华大厦店 经济型 4.1分/5分,标准双床房B-不含早（... 双床 不含早 1间2晚,春秋航空 9C8803,直飞,19:15-21:05,春秋航空 9C8804,直飞,21:55-23:50,4.1,经济型,3
3632,上海,九寨沟,1857,498,上海-九寨沟3天2晚 | 入住松潘县太阳河国际大酒店 + 成都航空往返机票,松潘县太阳河国际大酒店 高档型 3.0分/5分,商务标间(特惠抢购)(... 双床 不含早 1间2晚,成都航空 EU6678,直飞,21:55-01:15,成都航空 EU6677,直飞,17:45-20:35,3,高档型,3
3633,南京,本溪,1926,438,南京-本溪3天2晚 | 入住辽宁本溪花溪沐温泉酒店 + 深圳航空/吉祥航空往返机票,辽宁本溪花溪沐温泉酒店 舒适型 4.5分/5分,榻榻米双标A[双早] 其他 双早 1间2晚,深圳航空 ZH9708,直飞,17:20-19:40,吉祥航空 HO1676,直飞,18:10-20:30,4.5,舒适型,3
3634,沈阳,青岛,866,322,沈阳-青岛3天2晚 | 入住青岛途家斯维登度假公寓城阳机场店 + 青岛航/南方航...,青岛途家斯维登度假公寓城阳机场店 舒适型 4.1分/5分,园景双床房(预付★优惠) 双床 单早 1间2晚,青岛航 QW9780,直飞,22:35-00:10,南方航空 CZ6568,直飞,20:55-22:35,4.1,舒适型,3
3635,重庆,北海,2620,610,重庆-北海3天2晚 | 入住北海渔光锦岸精品酒店亲海1号店 + 成都航空往返机票,北海渔光锦岸精品酒店亲海1号店 舒适型 0.0分/5分,无敌海景大床房-预付 大床 不含早 1间2晚,成都航空 EU2718,直飞,13:20-15:10,成都航空 EU2717,直飞,10:40-12:20,0,舒适型,3
3636,西安,大理,1366,386,西安-大理3天2晚 | 入住大理云之尚主题酒店 + 首都航空往返机票,大理云之尚主题酒店 经济型 4.0分/5分,主题特惠房-不含早（预... 大床 不含早 1间2晚,首都航空 JD5659,直飞,08:25-11:10,首都航空 JD5660,直飞,13:10-15:25,4,经济型,3
3637,济南,长沙,1128,356,济南-长沙3天2晚 | 入住长沙星沙世铭大酒店 + 山东航空往返机票,长沙星沙世铭大酒店 舒适型 3.9分/5分,豪华大床房 大床 不含早 1间2晚,山东航空 SC1185,直飞,18:40-20:50,山东航空 SC1186,直飞,10:20-12:15,3.9,舒适型,3
3638,杭州,九寨沟,1985,536,杭州-九寨沟3天2晚 | 入住九寨沟黄浦大酒店 + 成都航空/长龙航空往返机票,九寨沟黄浦大酒店 高档型 4.2分/5分,高级大床房 大床 不含早 1间2晚,成都航空 EU2206,经停,20:30-01:00,长龙航空 GJ8680,经停,20:25-00:50,4.2,高档型,3
3639,成都,鼓浪屿,2059,548,成都-鼓浪屿3天2晚 | 入住厦门水云涧海边客栈环岛路店 + 四川航空/山东航空...,厦门水云涧海边客栈环岛路店 经济型 4.8分/5分,经典大床房 大床 不含早 1间2晚,四川航空 3U8869,直飞,08:00-10:40,山东航空 SC4763,经停,06:15-10:15,4.8,经济型,3
3640,西安,长沙,1148,334,西安-长沙3天2晚 | 入住长沙南枫大酒店 + 奥凯航空往返机票,长沙南枫大酒店 4.2分/5分,标准双间[含早](双床) 双床 双早 1间2晚,奥凯航空 BK2864,直飞,06:30-08:25,奥凯航空 BK2863,直飞,23:00-00:45,4.2,无,3
3641,南京,北海,1912,477,南京-北海3天2晚 | 入住北海海景彩云宾馆 + 吉祥航空/南方航空往返机票,北海海景彩云宾馆 4.5分/5分,城景双床房 双床 双早 1间2晚,吉祥航空 HO1667,直飞,11:20-14:15,南方航空 CZ3909,直飞,09:00-11:35,4.5,无,3
3642,武汉,西安,976,340,武汉-西安3天2晚 | 入住西安申鹏商务酒店 + 东方航空往返机票,西安申鹏商务酒店 舒适型 4.2分/5分,标准间-预付专享 双床 不含早 1间2晚,东方航空 MU2194,直飞,21:50-23:30,东方航空 MU2462,直飞,19:35-21:20,4.2,舒适型,3
3643,济南,深圳,1368,390,济南-深圳3天2晚 | 入住深圳维也纳酒店福永村店 + 西部航空往返机票,深圳维也纳酒店福永村店 舒适型 0.0分/5分,豪华双人房(特惠大促销... 双床 不含早 1间2晚,西部航空 PN6334,直飞,22:50-01:40,西部航空 PN6333,直飞,06:10-09:05,0,舒适型,3
3644,宁波,重庆,1695,408,宁波-重庆3天2晚 | 入住重庆蚬木酒店 + 南方航空/四川航空往返机票,重庆蚬木酒店 舒适型 3.6分/5分,高级双床房(预付) 双床 双早 1间2晚,南方航空 CZ8116,直飞,17:15-19:40,四川航空 3U8983,直飞,06:55-09:35,3.6,舒适型,3
3645,广州,三亚,1358,402,广州-三亚3天2晚 | 入住三亚华庭商务酒店 + 海南航空往返机票,三亚华庭商务酒店 舒适型 4.2分/5分,雅致大床房 大床 不含早 1间2晚,海南航空 HU7322,直飞,19:35-21:05,海南航空 HU7321,直飞,22:30-00:05,4.2,舒适型,3
